vacancy_id,job_title,company_name,experience_required,salary,region,company_domain,is_remote,date,hard_skills,soft_skills,tool_name,role_name,text
638,Senior Data Engineer,ИЦ АЙ-ТЕКО,Более 6 лет,,Москва,Системный интегратор и поставщик IT-решений,False,2025-08-07,"Знание архитектуры, принципов работы и API инструментов, Знание компонентов инфраструктуры Hadoop, Знание концепции хранилищ данных, Написание тестов, Оптимизация и масштабирование систем, Понимание архитектуры микросервисов, Понимание принципов RESTful API, Проектирование архитектуры, Работа с базами данных, Работа с системами контроля версий, Разработка функционала, Соблюдение принципов SOLID","готовность к обучению, командная работа, принятие решений","Apache Flink, Apache Iceberg, Apache Kafka, Apache Spark, Hbase, Trino, Velox, HDFS, HIVE, Oozie, YARN, DWH, Data Lake, acceptance, integration, unit, git, CV, LLM, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc, BitBucket, Confluence, Git, GitHub, Jira, SVN, git, bash, java, scala",Дата-сайентист,Senior Data Engineer
639,Middle/Senior Data Scientist / ML Engineer в команду Прогноза промо-продаж,X5 Tech,От 3 до 6 лет,,Москва,IT-компания,False,2025-09-03,"A/B тесты, Генерация фичей, Машинное обучение, Оптимизация алгоритмов, Работа с Airflow, Работа с Docker, Работа с Hadoop, Работа с Kafka, Работа с Kubernetes, Работа с Postgres, Работа с PySpark, Работа с SQL, Регрессия",,"A/B тесты, Python, Python, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, Python, AirFlow, Airflow, Airflow 2.x, Apache Airflow, Airflow, Docker, Docker Compose, Apache Spark, HDFS, Hadoop, Hive, Pyspark, S3, SQL, Spark, Kafka, Kubernetes, Postgres, PySpark, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, Python",Дата-сайентист,Middle/Senior Data Scientist / ML Engineer в команду Прогноза промо-продаж
640,Reverse engineer (PT SWARM),Positive Technologies,От 3 до 6 лет,,Москва,Информационная безопасность,True,2025-08-12,"Дизассемблирование/декомпиляция, Отладка, Поиск различий в исполняемых файлах, Программирование, Реверс-инжиниринг, Фаззинг",Обмен знаниями,"Binary ninja, Ghidra, IDA Pro, Rizin, Linux (gdb, ida, etc.), MacOS (lldb), Windows (wingdb, x64dgb, ida, etc), Bindiff, Diaphora, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, Afl++, Hongfuzz, Kafl, Libafl",Дата-сайентист,Reverse engineer (PT SWARM)
641,ML-engineer (GigaChat Data),СБЕР,От 3 до 6 лет,,Москва,IT,False,2025-08-22,"Python, Обработка данных, Организация работы, Работа с LLM, Решение проблем","организация работы, решение проблем","AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, Airflow, Apache Spark, Clickhouse, Debezium, Feature Engineering, Hadoop, Hugging Face Transformers, JSON lines, Kafka, LangChain, Matplotlib, NumPy, Pandas, Parquet, Plotly, Polars, PySpark, PyTorch, Python, R, Requests, SQL, SQLAlchemy, SciPy, Scikit-learn, Seaborn, Spark, StatsModels, TensorFlow, XML, Ytsaurus, numpy, opencv, pandas, plotly, pytorch, scikit-learn, seaborn, sklearn, Anthropic, BERT, BERT-like, Bash, ChatGPT, Claude, CoT, Cohere, Cotype Nano, EfficientNet, GPT, GigaChat, Git, Google Gemini, Hugging Face, HuggingFace, LLM, LangChain, Linux, Llama, LlamaIndex, LoRA, Mistral, Numpy, Ollam, OpenAI, OpenAI GPT, Pixtral, Prompt tuning, PyTorch, Qwen, Qwen VL, RAG, ResNet, SO, Scikit-learn, T-Pro, TensorFlow, autogen, checklists, fine-tuning, langchain, langflow, langgraph, llamaindex, open-source модели, pandas, Промптинг, Яндекс, кастомизация",Дата-сайентист,ML-engineer (GigaChat Data)
642,Senior ML-инженер (NLP/LLM),TWIN,От 3 до 6 лет,,Екатеринбург,Разработчик ботов на базе искусственного интеллекта,True,2025-09-02,"DevOps, Prompt engineering и fine-tuning моделей, RAG-архитектуры, Работа с векторными базами данных, Разработка LLM, Тестирование LLM моделей",Лидерские качества,"CI/CD, Docker, FastAPI, Git, GitLab, Helm, Kubernetes, Linux, RAG, Chroma, ChromaDB, FAISS, Faiss, Milvus, PGVector, Pinecone, Postgres+pgvector, Qdrant, Supabase Vector (pgvector), Weaviate, Hugging Face Transformers, LangChain, PyTorch, TensorFlow, Инструменты тестирования",Дата-сайентист,Senior ML-инженер (NLP/LLM)
643,Data Engineer со знанием итальянского языка,Innowise Group / Фабрика инноваций и решений,От 1 года до 3 лет,,Минск,Разработка,False,2025-08-07,"Знание Python, Знание Scala, Знание брокеров распределенных сообщений, Знание современных AI инструментов, Работа с Apache Spark, Hadoop, Hive, Работа с Databricks, Работа с базами данных NoSQL, Работа с инструментами визуализации BI, Работа с реляционными базами данных",,"Pandas, PySpark, Python, Scala, Kafka, Kinesis, Apache Spark, Hadoop, Hive, Databricks, Power BI, QuickSight, Tableau, MySQL, MySql, Oracle, PostgreSQL, PostgreSql, SQL, SparkSQL",Дата-сайентист,Data Engineer со знанием итальянского языка
644,Разработчик рекомендательной системы / ML-Engineer (Senior),Иви,От 3 до 6 лет,,Москва,Онлайн-кинотеатр,False,2025-08-14,"Знание структур данных, Прикладная статистика, Работа в DL, Работа с ML, Работа с алгоритмами, Работа с базами данных","Командная разработка, Самостоятельность","Bash, Docker, Git, Python, SQL, Spark, Bash, Docker, Git, Python, SQL, Spark, Python, Airflow, ML, MLflow, NumPy, Pandas, PySpark, PyTorch, Python, SciPy, Sklearn, Bash, Docker, Git, PyTorch, Python, SQL, Spark, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc",Дата-сайентист,Разработчик рекомендательной системы / ML-Engineer (Senior)
645,Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),Innowise Group / Фабрика инноваций и решений,От 1 года до 3 лет,,Витебск,разработка программного обеспечения,False,2025-08-28,"A/B-тестирование, DevOps, ML/AI-фреймворки, MLOps-процессы, Python, алгоритмы и техники, облачные сервисы, работа с big-data-платформами, управление версиями кода",командная работа,"A/B-тестирование, A/B-тесты, Airflow, Golang, Python, SQL, CI/CD, Docker, FastAPI, Git, GitLab, Helm, Kubernetes, Linux, PyTorch, Scikit-learn, TensorFlow, Airflow, DVC, Kubeflow, MLflow, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, feature engineering, reinforcement learning, supervised, unsupervised, оптимизация моделей, подбор гиперпараметров, AWS, Azure, Google Cloud, Hadoop, Spark, Git",Дата-сайентист,Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer)
646,Data Engineer в команду Perception,Navio (ООО Автотех),От 3 до 6 лет,,Москва,Не указано,False,2025-08-11,"Обработка данных, Работа с данными, Разработка пайплайнов",,"Airflow, Apache Spark, Clickhouse, Debezium, Feature Engineering, Hadoop, Hugging Face Transformers, JSON lines, Kafka, LangChain, Matplotlib, NumPy, Pandas, Parquet, Plotly, Polars, PySpark, PyTorch, Python, R, Requests, SQL, SQLAlchemy, SciPy, Scikit-learn, Seaborn, Spark, StatsModels, TensorFlow, XML, Ytsaurus, numpy, opencv, pandas, plotly, pytorch, scikit-learn, seaborn, sklearn, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото, Confluence, GitLab, Jira, Pyspark, Python, Telegram",Дата-сайентист,Data Engineer в команду Perception
647,NoSQL Datastore Engineer / Performance Engineer,Altenar,От 3 до 6 лет,,Владимир,IT-компания,True,2025-08-25,"Архитектура и настройка датасторов, Оптимизация конфигураций кластеров, Работа с Linux, Статистический анализ, Чтение и интерпретация кода","Аналитические навыки, Отличные навыки решения проблем, Умение работать с метриками","Elasticsearch, Kafka, MongoDB, Opensearch, RabbitMQ, Redis, Ansible, Git, Terraform, Bash, Linux, Python, bash, docker, docker-compose, Airflow, BigQuery, ClickHouse, Distribution curves, EDA, LightGBM, Matplotlib, NumPy, Pandas, Percentiles, PostgreSQL, Python, SQL, Scipy, Sklearn, Standard deviation, XGBoost, matplotlib/seaborn, numpy, pandas, polars, scikit-learn, Математическая статистика, Теория вероятностей, 3GL",Дата-сайентист,NoSQL Datastore Engineer / Performance Engineer
648,Lead Data Scientist (AI),ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,От 3 до 6 лет,,Москва,IT-компания,False,2025-09-02,"Computer Vision, LLM, MLOps, NLP, Прогнозирование",,"Detectron2, FFmpeg, FastAPI, Kafka, Kubernetes, OpenCV, Prometheus, PyTorch, Scikit-Image, Triton, YOLO, GPT-подобные модели, LLM, Airflow, CI/CD, ClearML, DVC, Docker, Docker/K8s, Flux2, Git, Jenkins, Kubeflow, Kubernetes, MLFlow, MLOps, MLflow, MLflow/W&B, Python, Teamcity, Weights & Biases, BERT, GPT, HuggingFace, LLAMA, LLM, Mistral, NLP, PyTorch, Python, QWEN, RAG, STT/TTS, Transformers, intent detection, prompt engineering, sentiment analysis, vLLM, Нейросети для обработки текста, классификация текстов, определение намерений, токенизация, управление структурированным выводом, эмбеддинги",Дата-сайентист,Lead Data Scientist (AI)
649,Senior Data Scientist / Инженер машинного обучения в команду моделей для логистики,WILDBERRIES,От 3 до 6 лет,,Москва,Маркетплейс,True,2025-08-11,"Применение алгоритмов классического ML, Работа с PySpark, Работа с базами данных, Структурное и системное мышление","Коммуникация с бизнесом, Презентация результатов","Catboost, LightGBM, Numpy, Pandas, Prophet, SKLearn, XGBoost, statsmodels, PySpark, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc",Дата-сайентист,Senior Data Scientist / Инженер машинного обучения в команду моделей для логистики
650,Senior / Lead Data Scientist (LLM) / Ведущий специалист по данным,WaveAccess,От 3 до 6 лет,,Тбилиси,Фармацевтическая сфера,True,2025-09-02,"Анализ данных, Инновации, Интеграция LLM, Работа с векторными базами данных, Разработка моделей, Текстовый майнинг и NLP",Коммуникация с бизнес-стейкхолдерами,"Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, LLM, LLM + RAG, Python, Transformers, LLM, Python, RAG, Transformers, Chroma, ChromaDB, FAISS, Faiss, Milvus, PGVector, Pinecone, Postgres+pgvector, Qdrant, Supabase Vector (pgvector), Weaviate, CatBoost, Keras, LightGBM, ML-библиотеки, Machine Learning, OCR/LPR, OpenAI, PEFT, PyTorch, Python, Pytorch, Scikit-learn, TensorFlow, Transformers, VLLM, XGBoost, catboost, event recognition, nltk, numpy, object detection, optuna, pandas, scikit-learn, sklearn, spacy, tensorflow, tracking, Стандартный стек ML, Стандартный стек NLP и ML, классический ML, подготовка данных, сегментация, тестирование в продакшн, Python, Стандартный стек NLP",Дата-сайентист,Senior / Lead Data Scientist (LLM) / Ведущий специалист по данным
651,Ведущий Data Engineer,VK,Более 6 лет,,Санкт-Петербург,IT,True,2025-08-22,"Знание DataOps-практик, Интеграция ML-моделей в ETL-процессы, Программирование, Проектирование пайплайнов обработки данных, Работа с BI-инструментами, Работа с Data Catalog, Работа с Kubernetes, Работа с NoSQL базами данных, Работа с SQL, Работа с Spark, Работа с потоковыми данными, Работа с распределёнными SQL-движками, Работа с системами хранения данных, Управление данными",,"DataOps, ML, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, AirFlow, NiFi, BI, MS Power BI, Metabase, Microstrategy, PIX BI, Power BI, QlikSense, QlikView, Superset, TABLEAU, Tableau, Visiology, Atlas, DataHub, OpenMetadata, Kubernetes, NoSQL, BigQuery, CTE, ClickHouse, Clickhouse, Greenplum, Hadoop, Hadoop-стек, Hive, JOIN’ы, MS SQL, MS SQL Server, MSSQL, MySQL, NoSQL БД, Oracle, PL SQL, PostgreSQL, Postgres, PySpark (SQL-API), SQL, SQL Server, Snowflake, T-SQL, Trino, Vertica, YQL, numpy, pandas, pyodbc, requests, scikit-learn, scipy, Оконные функции, агрегатные функции, оконные функции, подзапросы, реляционные БД, Spark, Kafka, RabbitMQ, dbt, trino, ClickHouse, Hadoop, PostgreSQL, S3, Airflow, Apache Airflow, Azure Services, Data Governance, Data Quality, Dataverse, Roboflow, SQL Server, SharePoint",Дата-сайентист,Ведущий Data Engineer
652,Lead Data Engineer,Alif Uzbekistan,От 3 до 6 лет,,Ташкент,Fintech,False,2025-08-29,"Code-review, Знание принципов Data Governance, Оптимизация производительности запросов, Проектирование архитектуры данных, Управление командой","Навыки управления, Стратегическое мышление","ClickHouse, MySQL, PL/pgSQL, PostgreSQL, Python, SQL, Airflow, Apache Airflow, Kafka, Python, SQL, базы данных, озера данных, Руководство коллективом",Дата-сайентист,Lead Data Engineer
653,Эксперт моделей бизнес-прогнозирования (розничные кредитные риски),Банк ВТБ (ПАО),От 1 года до 3 лет,,Москва,Банк,False,2025-09-04,"P&L моделирование, аналитическое мышление, бизнес-планирование, математические/аналитические способности, портфельная аналитика, построение прототипов моделей, факторный анализ","аналитический склад ума, логическое мышление",,Дата-сайентист,Эксперт моделей бизнес-прогнозирования (розничные кредитные риски)
654,Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer),Innowise Group / Фабрика инноваций и решений,От 1 года до 3 лет,,Могилев,Разработка,False,2025-08-28,"A/B-тестирование, DevOps, ML/AI-фреймворки, MLOps-процессы, Python, Знание английского языка, Командная работа, Работа с big-data-платформами, Разработка решений на базе LLM, Управление версиями кода",Командная работа,"A/B-тестирование, A/B-тесты, Airflow, Golang, Python, SQL, CI/CD, Docker, FastAPI, Git, GitLab, Helm, Kubernetes, Linux, PyTorch, Scikit-learn, TensorFlow, Airflow, DVC, Kubeflow, MLflow, AirFlow, Apache Airflow, HuggingFace Transformers, NumPy, ONNX, Pandas, PySpark, PyTorch, Python, TensorFlow, TensorRT, TorchScript, matplotlib/seaborn, numpy, pandas, pyspark, scikit-learn, Английский язык, Databricks, Hadoop, Spark, LLM, RAG, Retrieval-Augmented Generation (RAG), Git",Дата-сайентист,Middle/Senior Machine learning/Data scientist engineer (ML/DS engineer)
655,Senior Data scientist / Старший эконометрист,Okkam,От 3 до 6 лет,,Москва,Коммуникационная группа,True,2025-09-03,"SQL, Анализ данных, Маркетинговое моделирование, Предиктивная аналитика, Эконометрика","Коммуникабельность, Умение работать с клиентами, Ясность изложения","BQ, CTE, Cassandra, ClickHouse, Clickhouse, DB2, Functions, Greenplum, Hive, JOIN, MS SQL, MsSQL, MySQL, NoSQL, Oracle, Oracle/MS SQL/Teradata/SQL Server/SAP (Sybase)/Greenplum, PL/SQL, PostgreSQL, Postgres, SQL, Spark, Stored procedures, Trino, Views, mySql, pgSql, Распределённые вычисления, агрегатные функции, группировки, оконные функции, оптимизация, процедуры, Ad Hoc Analysis, Airflow, Autogen, BI-инструменты, BigQuery, CatBoost, ClickHouse, Clickhouse, Git, Google Colab, Grafana, GreenPlum, Greenplum, Hadoop, JAX, Jupyter, Langchain, Langgraph, LightGBM, MLflow, MatPlotLib, Matlab, Matplotlib, Matplotlib/Seaborn/Plotly, MySQL, NumPy, Numpy, Ollama, Pandas, Pandas/Polars, Plotly, PostgreSQL, PowerBi, PyMC, PySpark, PyTorch, Python, Python 3, Python3, R, Redshift, S3, SAS, SQL, SciPy, Scikit-learn, Seaborn, Statsmodels, TensorFlow, Transformers, XGBoost, arviz, catboost, hyperopr, lightgbm, matplotlib, numpy, optuna, pandas, plotly, polars, scikit-learn, scikit‑learn, scipy, seaborn, sklearn, statsmodels, xgboost, Алгоритмы и структуры данных, Базовый SQL, Искусственный интеллект, Математическая статистика, Основные библиотеки анализа данных, Стандартный стек ML, Стандартный стек NLP, Теория вероятностей, библиотеки для анализа данных и машинного обучения, Marketing mix modeling, Python, R, numpy, pandas, sklearn, Python, R, numpy, pandas, sklearn",Дата-сайентист,Senior Data scientist / Старший эконометрист
656,Data Protection Supervisor,"Международный Аэропорт Алматы, АО",От 3 до 6 лет,,Алматы,Авиакомпания,False,2025-08-25,"Data Analysis, Risk management","Analytical skills, Communication skills, Organizational skills, Problem-solving skills","Excel, Python, SQL, real-world datasets",Дата-сайентист,Data Protection Supervisor
657,MLops (ML Inference Engineer),WILDBERRIES,От 3 до 6 лет,,Москва,e-commerce,True,2025-08-14,"Автоматизация CI/CD, Интеграция сервисов, Мониторинг, Работа с ETL, Разработка ML-моделей",,"ClearML, DVC, GitLab CI, MLFlow, ClickHouse, Kafka, PostgreSQL, REST/gRPC API, Redis, Alertmanager, BI-инструменты, ELK, Grafana, ML Monitoring tools, Prometheus, QlikSense, Sentry, Zabbix, AirFlow, Airflow, Apache Airflow, Apache Nifi, ClickHouse, Feast, Informatica, MS SSIS, NiFi, S3, SAS, Spark, Talend, clickhouse, Apache Spark, Autoencoders, CatBoost, FasterTransformer, HF Transformers, Hadoop, LLM, LangChain, LightGBM, ML, Matplotlib, NLP, NumPy, ONNX, Pandas, Plotly, PySpark, PyTorch, Python, RNN, ResNet, SQL, Scikit-learn, SkLearn, TensorFlow, Transformers, Triton, U-Net, XGBoost, YOLO, catboost, fastapi, numpy, pandas, python, pytorch, scikit-learn, sql, tensorflow, бустинги, трансформеры",Дата-сайентист,MLops (ML Inference Engineer)
658,Team Lead Data Science (Python),ATI.SU,От 3 до 6 лет,,Санкт-Петербург,IT-компания,False,2025-09-04,"обмен знаниями, организация процессов, понимание мира нейросетей и ИИ, управление архитектурой и техдолгом","интерес к новому, коммуникация, организация","python, python, python, python",Дата-сайентист,Team Lead Data Science (Python)
659,Senior Data Scientist (NLP/LLM),Циан,От 3 до 6 лет,,Москва,IT-компания,True,2025-09-01,"NLP задачи, Автоматизация запусков пайплайнов, Бизнес-метрики, Машинное обучение, Работа с Big Data, Технические метрики",Коммуникация с заказчиками,"CatBoost, Numpy, Pandas, PyTorch, Sklearn, Transformers, Airflow, FineBI, AirFlow, Airflow, CatBoost, Catboost, Deep Learning, Grafana, HDFS, Hadoop, Hive, Hugging Face, HuggingFace, HuggingFace Transformers, JupiterLab, K8s, Kafka, Keras, LightGBM, ML, ML/DL, MLflow, Mlflow, NumPy, Numpy, Nvidia4rec, Pandas, PySpark, PyTorch, Python, Python 3.X, Pytorch, Reinforcement Learning, Rust, S3, SciPy, Scikit Learn, Scikit-Learn, Scikit-learn, Seaborn, Spark, Spark ML, Supervised learning, TensorFlow, Tensorflow, Torch, XGBoost, Xgboost, catboost, git, lightgbm, numpy, pandas, plotly, prophet, scikit-learn, seaborn, sklearn, statsmodels, transformers, xgboost, Теоретические и практические методы машинного обучения, алгоритмы машинного обучения, аналитический стек библиотек Python, основные библиотеки анализа данных, AirByte, AirFlow, Big Data, ByteBase, Cassandra, CatBoost, Clickhouse, Flink, Grafana, Greenplum, Hadoop, Hadoop (PySpark), Hive, Kafka, MLFlow, Numpy, PySpark, Python, S3, SciPy, Spark, XGBoost, pandas, Grafana",Дата-сайентист,Senior Data Scientist (NLP/LLM)
660,Data Scientist в Trust & Safety,HeadHunter,От 3 до 6 лет,,Москва,HR-платформа,True,2025-08-26,"A/B-эксперименты, Machine Learning, NLP, Алгоритмическая подготовка, Работа с данными","Отстаивание точки зрения, Работа в команде","Статистика, AWS, C++, CatBoost, Catboost, Databricks, Implicit, LightFM, ML, ML tools, ML/AI, Nltk, PyMorphy, PyTorch, Python, R, RecTools, SQL, Scikit-learn, Supervised/unsupervised обучение, TensorFlow, Transformers, numpy, pandas, pytorch, scipy, sklearn, supervised/unsupervised обучение, vLLM, BERT, GPT, HuggingFace, LLAMA, LLM, Mistral, NLP, PyTorch, Python, QWEN, RAG, STT/TTS, Transformers, intent detection, prompt engineering, sentiment analysis, vLLM, Нейросети для обработки текста, классификация текстов, определение намерений, токенизация, управление структурированным выводом, эмбеддинги, Основные алгоритмы, Структуры данных, Airflow, Apache Airflow, Apache Kafka, BigQuery, CVAT, Cassandra, ClickHouse, Clickhouse, Data Factory, Data Warehouse, Debezium, Django, Docker, DuckDB, Excel, FastAPI, Flask, Gitlab, Go, Google Big Query, Grafana, GreenPlum, Greenplum, Hadoop, Hive, Jira, JupyterLab, Kafka, Linux, Loki, MS Power BI, MongoDB, MySQL, NoSQL, NumPy, Numpy, OneLake, OpenCV, Oracle, Pandas, Polars, PostgreSQL, Presto, Prometheus, Prometheus/Grafana, PyCharm/VSCode, PySpark, PyTorch, Pyspark, Python, Python (Pandas, NumPy, MatPlotLib), Python (pandas, sklearn), Requests, S3, S3 хранилище, SQL, SQL (MS SQL, pgSql, mySql), SQLAlchemy, SciPy, Scikit-Learn, Spark, Starrocks, TF, TensorFlow, Teradata, Vertica, bash, catboost, dbt, itertools, k8s, lightgbm, matplotlib, matplotlib.pyplot, networkx, numpy, oracle, pandas, postgresql, pylab, pytorch, requests, scikit-image, scikit-learn, scipy, scipy.optimize, seaborn, sklearn, sklearn.preprocessing, sqlalchemy, visualisation, xgboost, Временные данные, Геоданные, ООП, СУБД, Табличные данные, Текст, Фото",Дата-сайентист,Data Scientist в Trust & Safety
661,Data Engineer (со знанием немецкого языка),Innowise Group / Фабрика инноваций и решений,От 3 до 6 лет,,Минск,Разработка,False,2025-08-31,"CI/CD, Data Modeling, Программирование, Работа с NoSQL, Работа с базами данных",,"Airflow, Argo CD, CI/CD, CI/CD для пайплайнов данных, Docker, Flux, Git, GitLab, GitLab CI, Gitlab CI, Jenkins, Kubernetes, MLflow, TeamCity, Terraform, Data warehouse concepts, Dimensional Modeling, Relational databases, Star/Snowflake Schema, API, Bash, C, C++, Dagster, Docker, FastAPI, Flask, Git, GitLab, Go, Groovy, Hive, JAVA, Java, JavaScript, JavaScript (Node.js), Kotlin, Linux, Matlab, PL/SQL, PL/pgSQL, PowerShell, PySpark, Python, Rust, SQL, Scala, Spark, asyncio, Cassandra, DynamoDB, MongoDB, NoSQL, Redis, Alembic, Cassandra, ClickHouse, Clickhouse, DB2, GreenPlum, Greenplum, Groovy, Hive, Iceberg, Impala, Java, Kafka, Kyuubi, MS SQL, MSSQL, Microsoft SQL Server, MongoDB, MySQL, No-SQL, NoSQL, NoSQL (MongoDB, Cassandra), OLAP, OLTP, OpenSearch, Opensearch, Oracle, PostgreSQL, Postgres, PostgresSQL, PySpark, QDrant, Qdrant, Redis, S3, SQL, SQL (PostgreSQL, MySQL), SQLAlchemy, Superset, aioodbc, alembic, elasticsearch, pgvector, pyodbc",Дата-сайентист,Data Engineer (со знанием немецкого языка)
